room,screening,movie,date,year,genre,director,country,duration,humor,rhythm,effort,tension,vote,avg_vote
1,4,Vendetta for the Saint,2024-01-08,1973.0,Spy,Jim O' Connolly,Great Britain,100.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,0.2292433304777138,-0.2169039006362381
0,0,Banchikwwang,2024-01-09,2000.0,Comedy,Kim Ji-woon,South Korea,112.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.2972790175431978
0,1,Emilie Richards - Sehnsucht nach Paradise Island,2024-01-09,2011.0,Drama,Thomas Hezel,Germany,89.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4781230305838571
0,2,Nobels testamente,2024-01-09,2012.0,Drama,Peter Flinth,Sweden,90.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,-0.490543451884019,-0.3575603552234176
1,3,Man of Aran,2024-01-09,1934.0,Drama,Robert J. Flaherty,Great Britain,77.0,-0.5807972949044194,1.5588941599617627,1.9527942432556316,0.989688937782669,0.9490301128394466,0.4662845930729191
1,4,Salt and Pepper,2024-01-09,1968.0,Comedy,Richard Donner,Great Britain,101.0,1.790280033764574,1.5588941599617627,-0.6323376240158203,0.989688937782669,-1.2103302342457518,-0.498216809810597
0,0,Heimat - Eine Chronik in elf Teilen,2024-01-10,1984.0,Drama,Edgar Reitz,Germany,924.0,0.6047413694300773,0.7063808144828152,2.8145048656794485,0.989688937782669,2.3886036775629123,0.4863783722996591
0,1,A World Apart,2024-01-10,1988.0,Drama,Chris Menges,Great Britain,101.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,1.8803628567783195,0.9490301128394466,-0.3173727967699378
0,2,I Met a Girl,2024-01-10,2019.0,Drama,Luke Eve,Australia,108.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.3977479136768974
1,3,Stroszek,2024-01-10,1977.0,Drama,Werner Herzog,Germany,108.0,-0.5807972949044194,-0.1461325309961324,1.9527942432556316,0.989688937782669,1.6688168952011797,1.4307859959564353
1,4,Infini,2024-01-10,2015.0,Drama,Shane Abbess,Australia,110.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.4580292513571172
0,0,Kvinnodröm,2024-01-11,1955.0,Comedy,Ingmar Bergman,Sweden,87.0,1.790280033764574,0.7063808144828152,1.091083620831814,1.8803628567783195,0.9490301128394466,-0.0159661083688389
0,1,Wallander: Kuriren,2024-01-11,2009.0,Thriller,Leif Magnusson,Sweden,90.0,0.6047413694300773,0.7063808144828152,0.2293729984079969,0.989688937782669,-1.9301170166074848,-0.498216809810597
0,2,Dark Touch,2024-01-11,2013.0,Horror,Marina de Van,Ireland,90.0,-0.5807972949044194,1.5588941599617627,0.2293729984079969,0.989688937782669,-1.2103302342457518,-0.3776541344501575
1,3,La tribu,2024-01-11,2018.0,Comedy,Fernando Colomo,Spain,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.4781230305838571
1,4,Jeff Beck: Still on the Run,2024-01-11,2019.0,Documentary,Matthew Longfellow,Great Britain,87.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Woomuk-Baemi ui sarang,2024-01-12,1990.0,Romantic,Jang Sun-Woo,South Korea,114.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.498216809810597
0,1,Barrio,2024-01-12,1998.0,Drama,Fernando León de Aranoa,Spain,94.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4781230305838571
0,2,Ce jour-là,2024-01-12,2003.0,Comedy,Raoul Ruiz,France,105.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.9490301128394466,-0.4781230305838571
1,3,Fitzcarraldo,2024-01-12,1982.0,Adventure,Werner Herzog,Germany,158.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,0.989688937782669,1.6688168952011797,3.0985696717758486
1,4,Männerherzen,2024-01-12,2009.0,Comedy,Simon Verhoeven,Germany,107.0,1.790280033764574,0.7063808144828152,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Wallander: Skytten,2024-01-15,2009.0,Thriller,Agneta Fagerström-Olsson,Sweden,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4379354721303773
0,1,Canola,2024-01-15,2016.0,Drama,Chang,South Korea,117.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4379354721303773
0,2,Guns Akimbo,2024-01-15,2019.0,Action,Jason Lei Howden,Great Britain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,0.5868472684333587
1,3,La mano de un hombre muerto,2024-01-15,1962.0,Horror,Jesús Franco,Spain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.4781230305838571
1,4,Vendetta for the Saint,2024-01-15,1973.0,Spy,Jim O' Connolly,Great Britain,100.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,0.2292433304777138,-0.2169039006362381
0,0,Banchikwwang,2024-01-16,2000.0,Comedy,Kim Ji-woon,South Korea,112.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.2972790175431978
0,1,Emilie Richards - Sehnsucht nach Paradise Island,2024-01-16,2011.0,Drama,Thomas Hezel,Germany,89.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4781230305838571
0,2,Nobels testamente,2024-01-16,2012.0,Drama,Peter Flinth,Sweden,90.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,-0.490543451884019,-0.3575603552234176
1,3,Man of Aran,2024-01-16,1934.0,Drama,Robert J. Flaherty,Great Britain,77.0,-0.5807972949044194,1.5588941599617627,1.9527942432556316,0.989688937782669,0.9490301128394466,0.4662845930729191
1,4,Salt and Pepper,2024-01-16,1968.0,Comedy,Richard Donner,Great Britain,101.0,1.790280033764574,1.5588941599617627,-0.6323376240158203,0.989688937782669,-1.2103302342457518,-0.498216809810597
0,0,Heimat - Eine Chronik in elf Teilen,2024-01-17,1984.0,Drama,Edgar Reitz,Germany,924.0,0.6047413694300773,0.7063808144828152,2.8145048656794485,0.989688937782669,2.3886036775629123,0.4863783722996591
0,1,A World Apart,2024-01-17,1988.0,Drama,Chris Menges,Great Britain,101.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,1.8803628567783195,0.9490301128394466,-0.3173727967699378
0,2,I Met a Girl,2024-01-17,2019.0,Drama,Luke Eve,Australia,108.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.3977479136768974
1,3,Stroszek,2024-01-17,1977.0,Drama,Werner Herzog,Germany,108.0,-0.5807972949044194,-0.1461325309961324,1.9527942432556316,0.989688937782669,1.6688168952011797,1.4307859959564353
1,4,Avengement,2024-01-17,2019.0,Action,Jesse V. Johnson,Great Britain,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.1365287837292784
0,0,Kvinnodröm,2024-01-18,1955.0,Comedy,Ingmar Bergman,Sweden,87.0,1.790280033764574,0.7063808144828152,1.091083620831814,1.8803628567783195,0.9490301128394466,-0.0159661083688389
0,1,Wallander: Kuriren,2024-01-18,2009.0,Thriller,Leif Magnusson,Sweden,90.0,0.6047413694300773,0.7063808144828152,0.2293729984079969,0.989688937782669,-1.9301170166074848,-0.498216809810597
0,2,Dark Touch,2024-01-18,2013.0,Horror,Marina de Van,Ireland,90.0,-0.5807972949044194,1.5588941599617627,0.2293729984079969,0.989688937782669,-1.2103302342457518,-0.3776541344501575
1,3,La tribu,2024-01-18,2018.0,Comedy,Fernando Colomo,Spain,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.4781230305838571
1,4,Jeff Beck: Still on the Run,2024-01-18,2019.0,Documentary,Matthew Longfellow,Great Britain,87.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Woomuk-Baemi ui sarang,2024-01-19,1990.0,Romantic,Jang Sun-Woo,South Korea,114.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.498216809810597
0,1,Barrio,2024-01-19,1998.0,Drama,Fernando León de Aranoa,Spain,94.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4781230305838571
0,2,Ce jour-là,2024-01-19,2003.0,Comedy,Raoul Ruiz,France,105.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.9490301128394466,-0.4781230305838571
1,3,Fitzcarraldo,2024-01-19,1982.0,Adventure,Werner Herzog,Germany,158.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,0.989688937782669,1.6688168952011797,3.0985696717758486
1,4,Männerherzen,2024-01-19,2009.0,Comedy,Simon Verhoeven,Germany,107.0,1.790280033764574,0.7063808144828152,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Wallander: Skytten,2024-01-22,2009.0,Thriller,Agneta Fagerström-Olsson,Sweden,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4379354721303773
0,1,Canola,2024-01-22,2016.0,Drama,Chang,South Korea,117.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4379354721303773
0,2,Guns Akimbo,2024-01-22,2019.0,Action,Jason Lei Howden,Great Britain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,0.5868472684333587
1,3,La mano de un hombre muerto,2024-01-22,1962.0,Horror,Jesús Franco,Spain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.4781230305838571
1,4,Vendetta for the Saint,2024-01-22,1973.0,Spy,Jim O' Connolly,Great Britain,100.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,0.2292433304777138,-0.2169039006362381
0,0,Banchikwwang,2024-01-23,2000.0,Comedy,Kim Ji-woon,South Korea,112.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.2972790175431978
0,1,Emilie Richards - Sehnsucht nach Paradise Island,2024-01-23,2011.0,Drama,Thomas Hezel,Germany,89.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4781230305838571
0,2,Nobels testamente,2024-01-23,2012.0,Drama,Peter Flinth,Sweden,90.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,-0.490543451884019,-0.3575603552234176
1,3,Man of Aran,2024-01-23,1934.0,Drama,Robert J. Flaherty,Great Britain,77.0,-0.5807972949044194,1.5588941599617627,1.9527942432556316,0.989688937782669,0.9490301128394466,0.4662845930729191
1,4,Salt and Pepper,2024-01-23,1968.0,Comedy,Richard Donner,Great Britain,101.0,1.790280033764574,1.5588941599617627,-0.6323376240158203,0.989688937782669,-1.2103302342457518,-0.498216809810597
0,0,Heimat - Eine Chronik in elf Teilen,2024-01-24,1984.0,Drama,Edgar Reitz,Germany,924.0,0.6047413694300773,0.7063808144828152,2.8145048656794485,0.989688937782669,2.3886036775629123,0.4863783722996591
0,1,A World Apart,2024-01-24,1988.0,Drama,Chris Menges,Great Britain,101.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,1.8803628567783195,0.9490301128394466,-0.3173727967699378
0,2,I Met a Girl,2024-01-24,2019.0,Drama,Luke Eve,Australia,108.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.3977479136768974
1,3,Stroszek,2024-01-24,1977.0,Drama,Werner Herzog,Germany,108.0,-0.5807972949044194,-0.1461325309961324,1.9527942432556316,0.989688937782669,1.6688168952011797,1.4307859959564353
1,4,Boiling Point,2024-01-24,2021.0,Thriller,Philip Barantini,Great Britain,92.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,0.0845027877648606
0,0,Kvinnodröm,2024-01-25,1955.0,Comedy,Ingmar Bergman,Sweden,87.0,1.790280033764574,0.7063808144828152,1.091083620831814,1.8803628567783195,0.9490301128394466,-0.0159661083688389
0,1,Wallander: Kuriren,2024-01-25,2009.0,Thriller,Leif Magnusson,Sweden,90.0,0.6047413694300773,0.7063808144828152,0.2293729984079969,0.989688937782669,-1.9301170166074848,-0.498216809810597
0,2,Dark Touch,2024-01-25,2013.0,Horror,Marina de Van,Ireland,90.0,-0.5807972949044194,1.5588941599617627,0.2293729984079969,0.989688937782669,-1.2103302342457518,-0.3776541344501575
1,3,La tribu,2024-01-25,2018.0,Comedy,Fernando Colomo,Spain,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.4781230305838571
1,4,Jeff Beck: Still on the Run,2024-01-25,2019.0,Documentary,Matthew Longfellow,Great Britain,87.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Woomuk-Baemi ui sarang,2024-01-26,1990.0,Romantic,Jang Sun-Woo,South Korea,114.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.498216809810597
0,1,Barrio,2024-01-26,1998.0,Drama,Fernando León de Aranoa,Spain,94.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4781230305838571
0,2,Ce jour-là,2024-01-26,2003.0,Comedy,Raoul Ruiz,France,105.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.9490301128394466,-0.4781230305838571
1,3,Fitzcarraldo,2024-01-26,1982.0,Adventure,Werner Herzog,Germany,158.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,0.989688937782669,1.6688168952011797,3.0985696717758486
1,4,Männerherzen,2024-01-26,2009.0,Comedy,Simon Verhoeven,Germany,107.0,1.790280033764574,0.7063808144828152,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Wallander: Skytten,2024-01-29,2009.0,Thriller,Agneta Fagerström-Olsson,Sweden,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4379354721303773
0,1,Canola,2024-01-29,2016.0,Drama,Chang,South Korea,117.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4379354721303773
0,2,Guns Akimbo,2024-01-29,2019.0,Action,Jason Lei Howden,Great Britain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,0.5868472684333587
1,3,La mano de un hombre muerto,2024-01-29,1962.0,Horror,Jesús Franco,Spain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.4781230305838571
1,4,Vendetta for the Saint,2024-01-29,1973.0,Spy,Jim O' Connolly,Great Britain,100.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,0.2292433304777138,-0.2169039006362381
0,0,Banchikwwang,2024-01-30,2000.0,Comedy,Kim Ji-woon,South Korea,112.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.2972790175431978
0,1,Emilie Richards - Sehnsucht nach Paradise Island,2024-01-30,2011.0,Drama,Thomas Hezel,Germany,89.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4781230305838571
0,2,Nobels testamente,2024-01-30,2012.0,Drama,Peter Flinth,Sweden,90.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,-0.490543451884019,-0.3575603552234176
1,3,Man of Aran,2024-01-30,1934.0,Drama,Robert J. Flaherty,Great Britain,77.0,-0.5807972949044194,1.5588941599617627,1.9527942432556316,0.989688937782669,0.9490301128394466,0.4662845930729191
1,4,Salt and Pepper,2024-01-30,1968.0,Comedy,Richard Donner,Great Britain,101.0,1.790280033764574,1.5588941599617627,-0.6323376240158203,0.989688937782669,-1.2103302342457518,-0.498216809810597
0,0,Heimat - Eine Chronik in elf Teilen,2024-01-31,1984.0,Drama,Edgar Reitz,Germany,924.0,0.6047413694300773,0.7063808144828152,2.8145048656794485,0.989688937782669,2.3886036775629123,0.4863783722996591
0,1,A World Apart,2024-01-31,1988.0,Drama,Chris Menges,Great Britain,101.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,1.8803628567783195,0.9490301128394466,-0.3173727967699378
0,2,I Met a Girl,2024-01-31,2019.0,Drama,Luke Eve,Australia,108.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.3977479136768974
1,3,Stroszek,2024-01-31,1977.0,Drama,Werner Herzog,Germany,108.0,-0.5807972949044194,-0.1461325309961324,1.9527942432556316,0.989688937782669,1.6688168952011797,1.4307859959564353
1,4,Boiling Point,2024-01-31,2021.0,Thriller,Philip Barantini,Great Britain,92.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,0.0845027877648606
0,0,Kvinnodröm,2024-02-01,1955.0,Comedy,Ingmar Bergman,Sweden,87.0,1.790280033764574,0.7063808144828152,1.091083620831814,1.8803628567783195,0.9490301128394466,-0.0159661083688389
0,1,Wallander: Kuriren,2024-02-01,2009.0,Thriller,Leif Magnusson,Sweden,90.0,0.6047413694300773,0.7063808144828152,0.2293729984079969,0.989688937782669,-1.9301170166074848,-0.498216809810597
0,2,Sacrifice,2024-02-01,2016.0,Thriller,Peter A. Dowling,Ireland,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.1164350045025385
1,3,La tribu,2024-02-01,2018.0,Comedy,Fernando Colomo,Spain,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,-0.4781230305838571
1,4,Jeff Beck: Still on the Run,2024-02-01,2019.0,Documentary,Matthew Longfellow,Great Britain,87.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Woomuk-Baemi ui sarang,2024-02-02,1990.0,Romantic,Jang Sun-Woo,South Korea,114.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.498216809810597
0,1,Barrio,2024-02-02,1998.0,Drama,Fernando León de Aranoa,Spain,94.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4781230305838571
0,2,Ce jour-là,2024-02-02,2003.0,Comedy,Raoul Ruiz,France,105.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.9490301128394466,-0.4781230305838571
1,3,Fitzcarraldo,2024-02-02,1982.0,Adventure,Werner Herzog,Germany,158.0,-0.5807972949044194,0.7063808144828152,1.9527942432556316,0.989688937782669,1.6688168952011797,3.0985696717758486
1,4,Männerherzen,2024-02-02,2009.0,Comedy,Simon Verhoeven,Germany,107.0,1.790280033764574,0.7063808144828152,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.498216809810597
0,0,Wallander: Skytten,2024-02-05,2009.0,Thriller,Agneta Fagerström-Olsson,Sweden,90.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4379354721303773
0,1,Canola,2024-02-05,2016.0,Drama,Chang,South Korea,117.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,1.6688168952011797,-0.4379354721303773
0,2,Guns Akimbo,2024-02-05,2019.0,Action,Jason Lei Howden,Great Britain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-0.490543451884019,0.5868472684333587
1,3,La mano de un hombre muerto,2024-02-05,1962.0,Horror,Jesús Franco,Spain,95.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.4781230305838571
1,4,Vendetta for the Saint,2024-02-05,1973.0,Spy,Jim O' Connolly,Great Britain,100.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,0.2292433304777138,-0.2169039006362381
0,0,Banchikwwang,2024-02-06,2000.0,Comedy,Kim Ji-woon,South Korea,112.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,0.2292433304777138,-0.2972790175431978
0,1,Emilie Richards - Sehnsucht nach Paradise Island,2024-02-06,2011.0,Drama,Thomas Hezel,Germany,89.0,-0.5807972949044194,-0.99864587647508,-0.6323376240158203,-0.7916589002086318,-1.2103302342457518,-0.4781230305838571
0,2,Nobels testamente,2024-02-06,2012.0,Drama,Peter Flinth,Sweden,90.0,-0.5807972949044194,0.7063808144828152,-0.6323376240158203,0.989688937782669,-0.490543451884019,-0.3575603552234176
